UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType,Watch Hour,Time per Session,Engagement Efficiency,Videos per Session,Video Consumption Ratio,Time of Day,Time per Session_log,Engagement Efficiency_log,Videos per Session_log,Video Consumption Ratio_log
68,-0.4436998904721654,Male,Mexico,-0.4761444204160306,0,0,Students,Rural,Facebook,0.8055473303237263,7,Trends,13,9347,8,14,44,84,6,4,Boredom,Smartphone,Macos,14:00:00,8,2,At Home,Mobile Data,14,0.08073995152869638,-0.21210180936133327,0.21830955373853003,-0.4469884879798745,Afternoon,0.07764594683900902,-0.2383863971683812,0.19746428620788137,-0.5923764602802325
69,0.1492835916155935,Male,Vietnam,-0.21088943295447338,1,0,Artist,Rural,Instagram,-1.4945182783468538,7,Life Hacks,16,6998,1,15,48,15,3,7,Habit,Smartphone,Macos,21:00:00,5,5,At Home,Wi-Fi,21,-0.6126348560132839,2.1072026077444073,0.2987993664999076,1.5217518581404763,Night,-0.9483875062783415,1.133722838373144,0.2614402734884333,0.9249538417981696
70,1.483496426313051,Female,Mexico,-0.5309404610484832,0,0,Students,Rural,Youtube,1.7112726477276854,14,Gaming,1,2366,1,15,4,99,6,4,Habit,Computer,Android,14:00:00,8,2,At Home,Mobile Data,14,-0.1761958908599562,-0.5670524487145702,-0.6289516332233388,-0.4968785942168425,Afternoon,-0.19382250896146824,-0.8371386869873799,-0.9914228562017127,-0.6869237746198549
71,0.7422670737033524,Female,Vietnam,-0.8936902500353197,0,0,Students,Rural,Facebook,0.722125261615467,2,Pranks,13,6764,9,5,37,6,5,5,Entertainment,Tablet,Ios,17:00:00,7,3,At School,Mobile Data,17,1.958986212277839,-0.3224375909075472,1.9424860692059331,-0.6004965071705451,Evening,1.0848467138187878,-0.38925361372913986,1.0792548258015577,-0.9175327708116374
72,-1.0366833725599243,Male,Indonesia,0.766714082728968,1,1,Labor/Worker,Urban,Instagram,-0.5172883306215296,10,Life Hacks,22,8976,9,16,8,94,3,7,Boredom,Smartphone,Windows,21:00:00,5,5,At Home,Wi-Fi,21,-0.4343887579178292,0.20194923794653524,-0.55693443233158,-0.1246216476794662,Night,-0.5698482882144021,0.18394460389557052,-0.8140375116082886,-0.13309908343157034
73,0.8905129442252921,Male,Vietnam,0.9596804473561742,1,0,Engineer,Rural,Facebook,1.627850579019426,19,Comedy,11,9273,4,5,1,63,6,4,Entertainment,Computer,Windows,14:00:00,8,2,At School,Mobile Data,14,-0.3247762067618091,-0.31944723930076285,-0.6628420807018136,-0.6273604105289124,Afternoon,-0.3927110975206236,-0.38484992764151277,-1.087203855131281,-0.9871435745237
74,-0.7401916315160448,Female,Germany,-0.4412857084136934,0,1,Waiting Staff,Urban,Youtube,0.7936298919368321,9,Jokes/Memes,21,1614,2,2,28,8,3,7,Boredom,Smartphone,Android,21:00:00,5,5,At Home,Mobile Data,21,-0.09700333669907016,-0.5733608616932659,-0.23073887535126048,-0.6580620143670466,Night,-0.10203642069830214,-0.8518167324116545,-0.2623248032027356,-1.0731258869201583
75,0.5198982679204428,Other,Philippines,0.14191276711754855,1,0,Driver,Rural,Youtube,-0.1597651790147037,16,Jokes/Memes,8,4555,9,20,6,95,3,7,Procrastination,Computer,Macos,21:00:00,5,5,At School,Mobile Data,21,-0.48919503349583926,-0.3111623268011446,-0.6162427154189108,-0.1361347491187665,Night,-0.6717674318793201,-0.3727496334054266,-0.9577449976391671,-0.14633848196925092
76,-0.666068696255075,Male,United States,-1.3882877429439344,0,1,Labor/Worker,Rural,Youtube,1.7351075245014738,19,Jokes/Memes,25,2416,4,28,47,32,3,7,Habit,Smartphone,Android,21:00:00,5,5,At Home,Mobile Data,21,-0.31296017487113725,-0.5658747417461448,-0.32111340196052646,-0.3318574735868715,Night,-0.37536301882007367,-0.8344221730344475,-0.38730117856834945,-0.40325376531021156
77,-1.184929243081864,Female,India,-1.4002585702821009,0,0,Driver,Rural,Tiktok,1.3060797425732826,18,Pranks,8,7288,6,25,36,45,3,7,Procrastination,Smartphone,Android,21:00:00,5,5,Commuting,Wi-Fi,21,-0.34136893239551863,-0.36322721573570477,-0.3874821949392062,-0.324182072627338,Night,-0.41759173796222226,-0.451342383643701,-0.49017726749875407,-0.39183157742334307
78,-0.7401916315160448,Male,India,-1.3563795869756523,0,1,Labor/Worker,Rural,Facebook,1.4610064416029072,9,Life Hacks,24,6862,1,9,11,52,5,5,Procrastination,Tablet,Android,17:00:00,7,3,Commuting,Mobile Data,17,0.0593705321519494,-0.39271085366697916,-0.4976261492442492,-0.5659572028526443,Evening,0.057674894140096654,-0.4987502482405846,-0.6884107138376809,-0.8346121388048635
79,-0.07308521416731607,Other,Japan,-0.4309587622945004,0,0,Labor/Worker,Rural,Tiktok,1.5325110719242723,16,Vlogs,28,3653,9,22,5,79,6,4,Boredom,Smartphone,Ios,14:00:00,8,2,At School,Wi-Fi,14,-0.26594745224229377,-0.5155815337293027,-0.6261274292667993,-0.389422980783373,Afternoon,-0.3091746619795778,-0.7248061460837095,-0.9838402595905444,-0.49335083578558625
80,1.1870046852691716,Male,United States,-0.6434409475469571,0,1,Driver,Rural,Youtube,0.543363685812054,13,Jokes/Memes,14,6639,5,27,24,82,3,7,Habit,Tablet,Windows,21:00:00,5,5,At School,Mobile Data,21,-0.3250276116956532,-0.30405512126995166,-0.4086637246132529,-0.16683635295690055,Night,-0.3930834951620718,-0.36248481901092533,-0.5253704295054769,-0.18252520107632472
81,-0.2213310846892558,Male,United States,-1.0188781274802305,0,0,Driver,Rural,Instagram,0.8532170838713031,10,Gaming,13,496,3,9,47,13,6,4,Habit,Smartphone,Android,14:00:00,8,2,At Home,Mobile Data,14,-0.145273083997134,-0.6264088799232072,-0.006214660806365197,-0.5390932994942769,Afternoon,-0.1569732575511747,-0.9845933414409939,-0.006234052193174637,-0.7745596414882238
82,-0.5919457609941051,Male,Pakistan,-0.2596157583168697,1,1,Labor/Worker,Urban,Facebook,1.6755203325670027,14,Jokes/Memes,3,504,4,4,18,24,5,5,Entertainment,Smartphone,Android,17:00:00,7,3,At School,Mobile Data,17,-0.18147539447068198,-0.6315088631429969,-0.48774143539636067,-0.6388735119682127,Evening,-0.20025182088874463,-0.9983386195904298,-0.6689257724252718,-1.0185269996592987
83,1.557619361574021,Male,Philippines,-0.8463127502884913,0,0,Students,Rural,Tiktok,0.8174647687106205,12,Pranks,4,7699,1,15,20,40,6,4,Entertainment,Smartphone,Macos,14:00:00,8,2,Commuting,Mobile Data,14,-0.24508084273323494,-0.2908033576426266,-0.434081560222109,-0.43163768606080744,Afternoon,-0.2811446119340674,-0.34362243920195845,-0.5693053104946084,-0.5649961869643171
84,-0.4436998904721654,Male,India,-1.5675129466125408,0,1,Waiting Staff,Urban,Facebook,-0.7913894135200962,19,Entertainment,27,5733,9,11,28,14,5,5,Boredom,Smartphone,Android,17:00:00,7,3,At Work,Mobile Data,17,-0.5935280810411336,0.041535307916843865,-0.46232359978750465,-0.19753795679503472,Evening,-0.9002404324323977,0.04069588216859693,-0.6204983863798579,-0.2200707232835198
85,1.7058652320959606,Male,Brazil,0.9487212392296837,1,0,Labor/Worker,Urban,Instagram,0.06666615033628608,7,Jokes/Memes,20,8055,8,1,13,92,3,7,Boredom,Tablet,Ios,21:00:00,5,5,At Home,Wi-Fi,21,-0.14200481985716096,-0.12376354579927265,-0.4072516226349831,-0.6695751158063469,Night,-0.1531567970590919,-0.13211929958223856,-0.5229852915097628,-1.1073759248152801
86,0.001037721093653793,Other,India,1.5128254021405403,1,1,Waiting Staff,Rural,Tiktok,0.8412996454844089,15,Life Hacks,15,3216,4,18,5,75,3,7,Entertainment,Smartphone,Ios,21:00:00,5,5,At Home,Wi-Fi,21,-0.3338267843801961,-0.5008345942985855,-0.6233032253102597,-0.3817475798238395,Night,-0.4062055587443826,-0.6948177638045718,-0.9763147263336966,-0.4808584580291782
87,0.1492835916155935,Female,Indonesia,-1.3489610460900279,0,0,Engineer,Rural,Youtube,-0.3981139467525876,16,Trends,15,5688,2,29,30,70,3,7,Habit,Computer,Ios,21:00:00,5,5,At Home,Wi-Fi,21,-0.5203692452925056,-0.1555411520864363,-0.40442741867844356,0.25147299933767686,Night,-0.7347387321393445,-0.169059273449652,-0.5182320146222121,0.2243212570166657
88,0.07516065635462366,Other,United States,1.3565302339365908,1,1,Manager,Rural,Tiktok,-0.1597651790147037,8,Life Hacks,27,9600,9,1,1,62,3,7,Entertainment,Computer,Macos,21:00:00,5,5,At Home,Mobile Data,21,-0.27223257558839586,0.06322559799619049,-0.6529573668539251,-0.6657374153265802,Night,-0.3177737537895719,0.06130730449669721,-1.0583076444897719,-1.0958284132274105
89,1.557619361574021,Female,United States,-0.6762342703254557,0,0,Students,Rural,Facebook,-1.5779403470551132,10,Jokes/Memes,21,4364,4,8,22,89,3,7,Boredom,Smartphone,Macos,21:00:00,5,5,At Work,Mobile Data,21,-0.658139149039063,1.7029930943205107,-0.35924015537381054,0.9230705832968609,Night,-1.0733514932482644,0.9943597124706662,-0.4451005496325133,0.6539231707155976
90,1.2611276205301414,Female,Germany,-0.8872833283613712,0,1,Waiting Staff,Rural,Facebook,-1.1369951267400278,4,Jokes/Memes,13,6042,9,25,18,61,3,7,Entertainment,Smartphone,Android,21:00:00,5,5,At School,Wi-Fi,21,-0.35393917908772277,0.4557399691771156,-0.03445670037176085,1.0190130952910301,Night,-0.4368616296123651,0.3755143412268023,-0.03506433127478767,0.7026088253379131
91,0.37165239739850314,Male,United States,0.30499421419982486,1,0,Waiting Staff,Rural,Facebook,-0.5530406457822122,19,Jokes/Memes,9,1477,3,16,46,1,5,5,Boredom,Tablet,Android,17:00:00,7,3,At School,Mobile Data,17,-0.5668791580536608,-0.5051255440357177,-0.3281739118518754,-0.10927084576039912,Evening,-0.8367385092079431,-0.7034511728961137,-0.39775576935143725,-0.11571487725153735
92,-0.666068696255075,Male,India,0.6825810849579099,1,1,Students,Rural,Facebook,-0.4696185770739528,19,Jokes/Memes,28,4960,7,26,5,89,3,7,Boredom,Smartphone,Ios,21:00:00,5,5,Commuting,Wi-Fi,21,-0.5578285804352738,-0.1956548755240194,-0.6331879391581482,0.19774519262094223,Night,-0.816057645020402,-0.21772684261010286,-1.002905657892171,0.1804407830981844
93,1.557619361574021,Female,India,0.21517085836308905,1,0,Students,Rural,Youtube,0.042831273562497676,15,Trends,25,2397,7,28,31,66,3,7,Habit,Smartphone,Android,21:00:00,5,5,At School,Mobile Data,21,-0.4462047898085011,-0.49080872367172973,-0.37759748109131774,0.0020224681528370845,Night,-0.5909603172687763,-0.6749315445582299,-0.4741682590363595,0.0020204257174991653
94,-1.7037897899086532,Male,India,0.24058779105644976,1,1,Driver,Rural,Tiktok,-1.3753438944779117,14,Vlogs,10,8301,4,22,6,32,3,7,Boredom,Tablet,Ios,21:00:00,5,5,At Work,Wi-Fi,21,-0.6412950184715094,1.712199690534549,-0.6091822055275619,1.6522336744525465,Night,-1.0252550068110597,0.9977599995704363,-0.9395138263996696,0.9754021809806019
95,0.07516065635462366,Other,Vietnam,1.1652499013288447,1,1,Manager,Rural,Youtube,0.9247217141926682,1,Life Hacks,29,8841,2,18,27,13,6,4,Habit,Computer,Ios,14:00:00,8,2,At Work,Wi-Fi,14,5.0512668985600575,-0.2538131179039107,3.142772750735247,-0.389422980783373,Afternoon,1.8002676548413126,-0.29277919795816704,1.4213653102114974,-0.49335083578558625
96,-1.259052178342834,Other,Pakistan,0.46976169330156126,1,1,Students,Rural,Youtube,-1.4826008399599595,16,Jokes/Memes,12,6194,9,22,25,33,8,2,Habit,Smartphone,Android,08:00:00,10,0,At Home,Wi-Fi,8,-0.6634186526497886,1.7001563566661297,-0.4496146819830766,2.4351245723249666,Morning,-1.0889154136444004,0.9933096812099156,-0.5971366678333918,1.2340531906135197
97,-1.110806307820894,Male,United States,1.6226703882083646,1,1,Students,Urban,Youtube,0.29309747968727584,10,Asmr,14,7570,4,9,29,32,6,4,Boredom,Smartphone,Ios,14:00:00,8,2,At Home,Wi-Fi,14,-0.2634334029038529,-0.2087120614783003,-0.2603930168949259,-0.4968785942168425,Afternoon,-0.30575562341163304,-0.23409335909443205,-0.30163633778162263,-0.6869237746198549
98,0.001037721093653793,Female,United States,1.2501837643091462,1,0,Waiting Staff,Urban,Facebook,-0.719884783198731,19,Jokes/Memes,1,7730,8,12,28,56,5,5,Entertainment,Tablet,Android,17:00:00,7,3,At Work,Mobile Data,17,-0.585483123158123,0.22073110386037922,-0.46232359978750465,-0.1860248553557344,Evening,-0.8806415890912112,0.1994499447166507,-0.6204983863798579,-0.2058254482808489
99,-1.7037897899086532,Male,India,0.3549429127763297,1,1,Engineer,Rural,Facebook,-0.8390591670676729,3,Asmr,14,1499,2,19,16,24,3,7,Entertainment,Smartphone,Android,21:00:00,5,5,At Work,Wi-Fi,21,-0.027112765090415113,-0.4596660550544997,0.08274776382463102,0.20925829406024243,Night,-0.02748709774714124,-0.6155679139988012,0.07950203583651666,0.1900071915440267
100,1.483496426313051,Female,Mexico,-1.1121156981563731,0,0,Waiting Staff,Urban,Facebook,1.329914619347071,5,Pranks,14,7235,8,25,12,91,6,4,Boredom,Tablet,Ios,14:00:00,8,2,At Home,Wi-Fi,14,0.6164838655504369,-0.3674567198918757,-0.3309981158084149,-0.3280197731071048,Afternoon,0.48025333703266493,-0.45800663367306754,-0.40196840242800175,-0.3975263631584148
101,-1.184929243081864,Male,Germany,-1.0608181739643001,0,0,Engineer,Rural,Tiktok,0.23351028775280483,9,Vlogs,8,595,5,18,20,4,5,5,Boredom,Tablet,Android,17:00:00,7,3,At Work,Wi-Fi,17,-0.22823671216568134,-0.6135462716419705,-0.356415951417271,-0.28964276830943714,Evening,-0.2590773979517616,-0.9507431377645021,-0.44070264884673926,-0.34198729225474267
102,0.001037721093653793,Male,Germany,1.2286447052605436,1,0,Waiting Staff,Rural,Instagram,-1.2442520722220756,18,Jokes/Memes,16,978,7,27,18,88,3,7,Boredom,Smartphone,Ios,21:00:00,5,5,Commuting,Mobile Data,21,-0.6402893987361331,-0.4360811928955123,-0.5286923927661843,1.510238756701176,Night,-1.0224554561992494,-0.5728449968817708,-0.7522443042240573,0.9203778708115672
103,-0.9625604372989545,Male,India,1.1005062717815774,1,0,Engineer,Urban,Facebook,0.6982903848416785,11,Jokes/Memes,14,730,7,5,34,23,3,7,Entertainment,Smartphone,Android,21:00:00,5,5,At School,Wi-Fi,21,-0.2259740677610846,-0.6135872353626114,-0.23356307930780004,-0.6004965071705451,Night,-0.2561499017690174,-0.9508491424135599,-0.2660028793049794,-0.9175327708116374
104,-0.5178228257331352,Female,Japan,1.5772318252839153,1,0,Engineer,Rural,Tiktok,0.6863729464547843,16,Gaming,1,56,9,27,23,29,3,7,Habit,Tablet,Windows,21:00:00,5,5,At Work,Mobile Data,21,-0.3775712428690665,-0.6464401393165982,-0.466559905722314,-0.19753795679503472,Night,-0.47412610356877105,-1.0397024708289464,-0.6284085026844093,-0.2200707232835198
105,-1.184929243081864,Female,India,1.6326601279236654,1,1,Driver,Urban,Facebook,1.341832057733965,2,Gaming,16,2243,3,2,45,98,3,7,Habit,Smartphone,Android,21:00:00,5,5,At Home,Mobile Data,21,2.612639040272454,-0.5621777659583053,2.5073268605138455,-0.6618997148468134,Night,1.2844385413546158,-0.8259423093407784,1.2548541691285897,-1.0844127258696978
106,0.8163900089643223,Male,Philippines,-1.1212202710614576,0,0,Labor/Worker,Rural,Facebook,0.4361067403300062,12,Comedy,18,5879,4,7,27,21,6,4,Entertainment,Smartphone,Ios,14:00:00,8,2,At Home,Mobile Data,14,-0.3119545551357609,-0.32894058155928707,-0.35217964548246167,-0.5506064009335772,Afternoon,-0.3739003896484924,-0.3988975938583611,-0.43414185174820324,-0.7998561626202335
107,0.8163900089643223,Female,Japan,1.2544831459587693,1,0,Labor/Worker,Urban,Youtube,-1.2800043873827582,6,Jokes/Memes,7,1701,4,27,49,30,3,7,Habit,Smartphone,Android,21:00:00,5,5,At Home,Mobile Data,21,-0.5216262699617259,-0.25328058953557925,0.4837847256532489,1.6637467758918467,Night,-0.7373629899807946,-0.2920657862811296,0.3945960706464728,0.9797336940655638
108,0.6681441384423826,Male,Brazil,1.4561747262866815,1,1,Waiting Staff,Rural,Youtube,-0.719884783198731,11,Pranks,15,7229,5,10,17,90,3,7,Entertainment,Smartphone,Windows,21:00:00,5,5,At Work,Wi-Fi,21,-0.4979942061803822,0.1643547833283663,-0.4510267839613464,-0.2704542659106033,Night,-0.6891436178836678,0.15216709954203056,-0.5997056254775605,-0.31533322060686736
109,-1.4072980488647737,Male,Mexico,0.7503595721402052,1,1,Artist,Rural,Youtube,0.9247217141926682,8,Gaming,24,1286,6,15,48,20,6,4,Entertainment,Computer,Android,14:00:00,8,2,At Home,Wi-Fi,14,0.013614834192326326,-0.5916716448197399,0.17735859636870635,-0.439313087020341,Afternoon,0.01352298507192825,-0.8956836361410164,0.1632734516877022,-0.578592616628455
110,1.3352505557911114,Male,Germany,-0.3740130308372362,1,1,Labor/Worker,Rural,Tiktok,0.18584053420522803,12,Jokes/Memes,17,8303,3,25,21,16,3,7,Procrastination,Tablet,Android,21:00:00,5,5,At Work,Mobile Data,21,-0.3559504185584754,-0.1400159019635423,-0.4227847443959507,-0.11694624671993266,Night,-0.43997956602531524,-0.15084138056081967,-0.5495400220712513,-0.12436920448916425
111,1.1128817500082018,Female,India,1.2930932792044052,1,0,Waiting Staff,Rural,Instagram,-1.6494449773764783,2,Jokes/Memes,19,9393,4,7,40,67,3,7,Entertainment,Smartphone,Ios,21:00:00,5,5,At Home,Wi-Fi,21,-0.5424928794707848,6.750276487505745,2.1543013659464,1.3720815394295727,Night,-0.7819628303893943,2.047728518536082,1.1487670343713792,0.8637678563581235
112,1.2611276205301414,Female,Brazil,0.39001237878109946,1,0,Labor/Worker,Rural,Instagram,0.29309747968727584,9,Pranks,23,947,3,28,31,49,6,4,Habit,Smartphone,Android,14:00:00,8,2,At Home,Wi-Fi,14,-0.21415803587041274,-0.5940782634073917,-0.1841395100683577,-0.08240694240203174,Afternoon,-0.2409995702172577,-0.9015949049756331,-0.203511906855789,-0.0860012790216997
113,0.29752946213753323,Female,Vietnam,-0.9496665130813943,0,0,Labor/Worker,Rural,Tiktok,0.7340427000023612,15,Jokes/Memes,13,4121,2,5,3,58,6,4,Procrastination,Smartphone,Android,14:00:00,8,2,At Work,Mobile Data,14,-0.3489110804108411,-0.4510534327897544,-0.6416605510277669,-0.604334207650312,Afternoon,-0.42910905687036854,-0.599754169695125,-1.0262745603348662,-0.9271853827742215
114,-1.259052178342834,Male,Indonesia,1.1692120765745757,1,1,Teacher,Rural,Facebook,0.6148683161334192,2,Jokes/Memes,9,6553,9,15,17,44,6,4,Boredom,Computer,Windows,14:00:00,8,2,At Home,Wi-Fi,14,1.8458539920480017,-0.31859724209746454,0.5303840909361517,-0.40861148318220686,Afternoon,1.0458631954872533,-0.3836017263573338,0.4255187437266693,-0.5252820886988506
115,-1.110806307820894,Male,United States,0.8476436196630519,1,0,Students,Rural,Tiktok,1.1034832899960811,1,Entertainment,24,757,1,20,26,25,3,7,Habit,Smartphone,Android,21:00:00,5,5,At School,Mobile Data,21,5.428374299326181,-0.6174173432425338,3.0015625529082692,-0.3779098793440727,Night,1.860721675695579,-0.9608105529629943,1.38668492306771,-0.4746703082239321
116,-1.184929243081864,Male,Brazil,-1.2107485712947879,0,0,Students,Urban,Facebook,0.7578775767761495,10,Life Hacks,24,5651,2,28,23,23,3,7,Boredom,Smartphone,Ios,21:00:00,5,5,At School,Mobile Data,21,-0.16538547870466064,-0.3800121002683059,-0.3451191355911128,-0.19370025631526794,Night,-0.18078531186828417,-0.47805531769523407,-0.4233019462888676,-0.21529971518190685
117,-0.8884375020379846,Female,Philippines,-0.07170748974804371,1,0,Cashier,Rural,Tiktok,0.09050102711007446,2,Entertainment,15,7273,8,20,6,59,6,4,Habit,Smartphone,Android,14:00:00,8,2,At Work,Wi-Fi,14,1.2927631375910196,-0.18074408121073862,-0.24627199711222805,-0.20905105823433504,Afternoon,0.8297577004987353,-0.19935876678572031,-0.28272371493173537,-0.23452186226667548
118,0.7422670737033524,Male,United States,1.0265316169277665,1,0,Driver,Rural,Tiktok,0.19775797259212224,12,Life Hacks,25,3535,7,15,28,1,6,4,Habit,Smartphone,Ios,14:00:00,8,2,At Work,Wi-Fi,14,-0.35393917908772277,-0.4336950561681809,-0.3408828296563034,-0.35104597598570536,Afternoon,-0.4368616296123651,-0.568622575842531,-0.41685396006616265,-0.43239340605968185
119,0.6681441384423826,Other,India,-0.8774200410475298,0,1,Labor/Worker,Rural,Tiktok,1.627850579019426,8,Life Hacks,26,2293,1,10,8,97,6,4,Habit,Smartphone,Android,14:00:00,8,2,At Work,Mobile Data,14,0.1991516753692594,-0.5676464226638629,-0.5286923927661843,-0.5582818018931107,Afternoon,0.1816143696037451,-0.8385115594428484,-0.7522443042240573,-0.8170831610769232
120,-0.07308521416731607,Female,Pakistan,-1.1256461051125402,0,0,Engineer,Rural,Instagram,0.2811800413003816,5,Gaming,3,1104,5,24,45,15,3,7,Habit,Smartphone,Android,21:00:00,5,5,At Home,Wi-Fi,21,0.17401118198485113,-0.5845746802187072,0.6009891898496408,-0.16683635295690055,Night,0.16042624604951541,-0.8784524166261416,0.4706216818678848,-0.18252520107632472
121,0.001037721093653793,Other,Vietnam,1.4913284938924243,1,1,Labor/Worker,Rural,Youtube,-0.8867289206152498,1,Life Hacks,24,8853,6,26,8,81,3,7,Habit,Tablet,Android,21:00:00,5,5,At Work,Mobile Data,21,1.2299119041299988,0.5282559956416358,0.45977899202266265,0.6045414434762194,Night,0.8019620798172493,0.42412721312635415,0.37828504893490056,0.4728380107612903
